title,authors,original_publication_year,average_rating,tag_id,book_id,books_count,work_ratings_count,work_text_reviews_count,tag_name
The Picture of Dorian Gray: A Graphic Novel,"Ian Edginton, Oscar Wilde, I.N.J. Culbard",2009,4.12,5,2484,6,40835,104,Classics
Swan Song,Robert McCammon,1987,4.28,31,2485,33,41722,2390,Horror
The Buried Giant,Kazuo Ishiguro,2015,3.42,11,2486,32,38992,6044,Fiction
"Perdido Street Station (Bas-Lag, #1)",China Miéville,2000,3.96,10,2487,63,46378,3853,Fantasy
"Need (Need, #1)",Carrie Jones,2008,3.71,10,2488,31,56427,3582,Fantasy
"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,1991,4.2,10,2489,81,54661,1345,Fantasy
Heretics of Dune (Dune Chronicles #5),Frank Herbert,1984,3.83,25,2491,86,43369,612,Science Fiction
The Cross and the Switchblade,"David Wilkerson, John Sherrill, Elizabeth Sherrill",1963,4.2,16,2492,62,38100,441,Nonfiction
"Captain's Fury (Codex Alera, #4)",Jim Butcher,2007,4.38,10,2493,22,46923,966,Fantasy
"Damned (Damned, #1)",Chuck Palahniuk,2011,3.38,10,2494,58,38350,3331,Fantasy
Rules,Cynthia Lord,2006,3.96,11,2495,22,44489,4000,Fiction
Swamplandia!,Karen Russell,2011,3.21,11,2496,37,43331,7023,Fiction
"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",Michael Connelly,1995,4.21,15,2497,98,44054,1364,Mystery
Salt: A World History,Mark Kurlansky,2002,3.73,16,2498,43,40735,2640,Nonfiction
Reamde,Neal Stephenson,2011,3.96,11,2500,34,39957,4221,Fiction
"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,1994,4.02,10,2501,74,51279,1172,Fantasy
"Notorious Nineteen (Stephanie Plum, #19)",Janet Evanovich,2012,3.9,15,2502,33,52396,5011,Mystery
The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,2009,4.16,24,2503,55,37106,1620,Science
"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",Frank Miller,1992,4.16,6,2504,66,42454,792,Comics
The Greatest Salesman in the World,Og Mandino,1968,4.19,19,2505,100,37674,969,Self Help
"Casino Royale (James Bond, #1)",Ian Fleming,1953,3.73,11,2506,178,46774,3074,Fiction
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,2001,4.34,17,2507,95,48539,6085,Romance
Sula,Toni Morrison,1973,3.86,11,2508,72,42187,2324,Fiction
"The Atlantis Gene (The Origin Mystery, #1)",A.G. Riddle,2013,3.69,11,2509,41,40455,2909,Fiction
"The Red Queen (The Plantagenet and Tudor Novels, #3)",Philippa Gregory,2010,3.74,12,2510,74,49044,3912,History
"Something About You (FBI/US Attorney, #1)",Julie James,2010,3.94,17,2511,36,49849,2103,Romance
Mr. Brown Can Moo! Can You?,Dr. Seuss,1970,4.11,11,2512,25,43269,626,Fiction
"Black House (The Talisman, #2)","Stephen King, Peter Straub",2001,3.99,31,2513,104,44826,1227,Horror
Marvel 1602,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",2003,3.93,6,2514,42,46190,1344,Comics
"Act of Treason (Mitch Rapp, #9)",Vince Flynn,2006,4.28,28,2515,38,36818,775,Thriller
The Dog Stars,Peter Heller,2012,3.9,11,2516,33,40825,5883,Fiction
The Spy Who Came In from the Cold,John le Carré,1963,4.05,11,2517,216,45652,2712,Fiction
"Academ's Fury (Codex Alera, #2)",Jim Butcher,2005,4.27,10,2518,33,47672,1321,Fantasy
"When the Wind Blows (When the Wind Blows, #1)",James Patterson,1998,3.92,15,2519,73,41722,1333,Mystery
"1Q84 BOOK 1 (1Q84, #1)","Haruki Murakami, 村上 春樹",2009,3.96,11,2520,76,36769,1280,Fiction
The Pilgrimage,"Paulo Coelho, Alan R. Clarke",1987,3.64,11,2521,171,35504,1451,Fiction
"The Hard Way (Jack Reacher, #10)",Lee Child,2006,4.14,28,2522,77,44962,1935,Thriller
The Incredible Journey,Sheila Burnford,1960,4.16,11,2523,74,43213,712,Fiction
March,Geraldine Brooks,2004,3.73,11,2524,17,45824,5216,Fiction
"A Wanted Man (Jack Reacher, #17)","Lee Child, Dick Hill",2012,4,28,2525,54,44026,3339,Thriller
"All-Star Superman, Vol. 1","Grant Morrison, Frank Quitely",2007,4.06,6,2526,7,35648,610,Comics
"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",George R.R. Martin,2000,4.63,10,2527,31,37017,1406,Fantasy
"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",Nora Roberts,2013,3.91,17,2528,52,43326,3641,Romance
"Dark Flame (The Immortals, #4)",Alyson Noel,2010,3.73,18,2529,63,53645,1805,Young Adult
The Widow,Fiona Barton,2016,3.49,15,2530,68,48265,5692,Mystery
"The Black Circle (The 39 Clues, #5)",Patrick Carman,2009,4,15,2531,33,42610,705,Mystery
"The Prince (The Selection, #0.5)",Kiera Cass,2013,3.93,18,2532,20,55572,3588,Young Adult
"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,2014,4.03,10,2533,39,65183,9748,Fantasy
Push,Sapphire,1996,3.82,11,2534,57,41582,5572,Fiction
The Story of a New Name (The Neapolitan Novels #2),"Elena Ferrante, Ann Goldstein",2012,4.37,11,2535,67,43753,3822,Fiction
"2010: Odyssey Two (Space Odyssey, #2)",Arthur C. Clarke,1982,3.89,25,2536,104,40756,812,Science Fiction
"Soul Eater, Vol. 01 (Soul Eater, #1)",Atsushi Ohkubo,2004,4.3,20,2537,15,34473,354,Manga
Ordinary Grace,William Kent Krueger,2013,4.14,11,2538,18,42584,6121,Fiction
Last Man Standing,David Baldacci,2001,4.03,28,2539,89,38118,708,Thriller
American Born Chinese,Gene Luen Yang,2006,3.88,18,2540,20,49910,5799,Young Adult
Peter Pan (A Little Golden Book),"Eugene Bradley Coco, Ron Dias, Walt Disney Company",1960,4.32,10,2541,3,38911,76,Fantasy
"Ten Tiny Breaths (Ten Tiny Breaths, #1)",K.A. Tucker,2012,4.16,17,2542,34,59991,5039,Romance
The Thousand Autumns of Jacob de Zoet,David Mitchell,2010,4.03,11,2543,67,42312,5175,Fiction
Dance with the Devil (Dark-Hunter #3),Sherrilyn Kenyon,2003,4.39,17,2545,43,54588,1710,Romance
Lipstick Jungle,Candace Bushnell,2005,3.39,11,2546,71,37339,945,Fiction
"Violets Are Blue (Alex Cross, #7)",James Patterson,2001,3.94,15,2547,76,44214,940,Mystery
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!","Anthony Robbins, Tony Robbins, Frederick L. Covan",1992,4.1,19,2548,69,35804,831,Self Help
"Blue Moon (Anita Blake, Vampire Hunter, #8)",Laurell K. Hamilton,1998,4.04,10,2549,35,55094,909,Fantasy
"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",Laurell K. Hamilton,1998,4.07,17,2550,45,57065,887,Romance
"The Silent Sister (Riley MacPherson, #1)",Diane Chamberlain,2014,3.93,11,2551,23,41004,4201,Fiction
Player Piano,Kurt Vonnegut Jr.,1952,3.85,25,2552,91,36724,1365,Science Fiction
"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett,2003,4.18,10,2554,58,48251,1286,Fantasy
Kindred,Octavia E. Butler,1979,4.18,11,2555,40,47766,5809,Fiction
"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life","Henry Cloud, John Townsend",1992,4.19,16,2557,60,34413,1632,Nonfiction
"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater,2014,4.32,10,2558,25,62547,8312,Fantasy
Portnoy's Complaint,"Philip Roth, Luca Marinelli",1969,3.69,11,2559,127,42172,2104,Fiction
The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,"John C. Maxwell, Zig Ziglar",1998,4.12,4,2560,57,31981,765,Business
Cat's Eye,Margaret Atwood,1988,3.92,11,2561,97,45091,2468,Fiction
"The Perfect Game (The Perfect Game, #1)",J. Sterling,2012,3.97,17,2562,13,52594,2982,Romance
"Monsters of Men (Chaos Walking, #3)",Patrick Ness,2010,4.25,18,2563,62,48311,4917,Young Adult
"Shadow of the Giant (Ender's Shadow, #4)",Orson Scott Card,2005,3.98,25,2564,34,41690,885,Science Fiction
Wonderstruck,Brian Selznick,2011,4.16,11,2565,26,43731,5619,Fiction
Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,3.96,16,2566,30,33386,513,Nonfiction
"Blood Red Road (Dust Lands, #1)",Moira Young,2011,3.94,18,2567,54,52256,5562,Young Adult
"The 6th Target (Women's Murder Club, #6)","James Patterson, Maxine Paetro",2007,4.02,15,2568,72,45657,1499,Mystery
"MaddAddam (MaddAddam, #3)",Margaret Atwood,2013,3.98,11,2570,44,41975,4289,Fiction
Color: A Natural History of the Palette,Victoria Finlay,2003,3.74,16,2572,21,42661,514,Nonfiction
Skipping Christmas,John Grisham,2001,3.47,11,2573,90,45691,3496,Fiction
"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,1993,4.05,15,2574,96,44220,1566,Mystery
Home Front,Kristin Hannah,2012,4.12,11,2575,27,41284,4442,Fiction
"Beautiful Stranger (Beautiful Bastard, #2)",Christina Lauren,2013,4.24,17,2576,40,60515,3358,Romance
"The Sweet Far Thing (Gemma Doyle, #3)",Libba Bray,2007,3.97,10,2577,37,57128,3573,Fantasy
A Lesson Before Dying,Ernest J. Gaines,1993,3.93,11,2578,39,42113,2565,Fiction
SantaLand Diaries,David Sedaris,1998,4.33,13,2579,8,38509,393,Humor
See Me,Nicholas Sparks,2015,3.93,11,2580,58,40830,3841,Fiction
"Mini Shopaholic (Shopaholic, #6)",Sophie Kinsella,2010,3.7,11,2581,66,45244,2843,Fiction
Harry the Dirty Dog,"Gene Zion, Margaret Bloy Graham",1956,4.17,11,2582,24,44912,637,Fiction
All Fall Down,Jennifer Weiner,2014,3.61,11,2583,19,35902,3293,Fiction
"Maid-sama! Vol. 01 (Maid-sama!, #1)",Hiro Fujiwara,2006,4.4,20,2585,18,36535,409,Manga
Griffin and Sabine (Griffin & Sabine #1),Nick Bantock,1991,4.01,11,2586,10,38462,1029,Fiction
"Ruin and Rising (Shadow and Bone, #3)",Leigh Bardugo,2014,4.17,10,2587,33,64410,9218,Fantasy
يوتوبيا,أحمد خالد توفيق,2008,3.9,11,2588,18,32536,3824,Fiction
Certain Girls (Cannie Shapiro #2),Jennifer Weiner,2000,3.7,11,2589,50,41186,2732,Fiction
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,2012,4.29,16,2590,28,39789,4859,Nonfiction
"Beyond the Highland Mist (Highlander, #1)",Karen Marie Moning,1999,3.99,17,2591,46,55674,2610,Romance
The Stranger Beside Me: Ted Bundy The Shocking Inside Story,Ann Rule,1980,4.13,9,2592,42,39253,1791,Crime
"Stargazer (Evernight, #2)",Claudia Gray,2009,3.8,18,2593,46,51143,1382,Young Adult
Rising Sun,Michael Crichton,1992,3.61,11,2594,93,41025,713,Fiction
The Other Side of Midnight (Midnight #1),Sidney Sheldon,1973,3.89,11,2595,81,36728,755,Fiction
"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",Michael Connelly,2010,4.13,15,2596,77,41619,2529,Mystery
Wayside School Is Falling Down (Wayside School #2),"Louis Sachar, Joel Schick",1989,4.17,11,2597,30,46884,765,Fiction
The Invisible Bridge,"Julie Orringer, Arthur Morey",2010,4.19,11,2598,39,39430,4331,Fiction
"The Fall of Five (Lorien Legacies, #4)",Pittacus Lore,2013,4.24,18,2599,40,46153,3453,Young Adult
"The Devil's Star (Harry Hole, #5)",Jo Nesbø,2003,4.03,9,2602,122,40620,1887,Crime
Here on Earth,Alice Hoffman,1997,3.68,11,2603,52,39937,1347,Fiction
"Taltos (Lives of the Mayfair Witches, #3)","Anne Rice, Tim Curry",1994,3.78,10,2604,61,44430,589,Fantasy
"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",Laurell K. Hamilton,2000,4.08,10,2605,32,54248,1303,Fantasy
"The Daylight War (Demon Cycle, #3)",Peter V. Brett,2013,4.23,10,2606,33,39164,1816,Fantasy
The Appeal,John Grisham,2008,3.58,11,2607,98,41931,3678,Fiction
"The Woman Who Rides Like a Man (Song of the Lioness, #3)",Tamora Pierce,1986,4.2,18,2608,48,57255,1144,Young Adult
"Midnight Riot (Peter Grant, #1)",Ben Aaronovitch,2011,3.92,10,2609,52,48677,5298,Fantasy
Lucy Sullivan Is Getting Married,Marian Keyes,1996,3.74,11,2610,50,39904,725,Fiction
"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett,2004,4.29,10,2611,73,49173,1400,Fantasy
"A Suitable Boy (A Suitable Boy, #1)",Vikram Seth,1993,4.1,11,2612,55,35509,1714,Fiction
We Should All Be Feminists,Chimamanda Ngozi Adichie,2014,4.47,16,2613,49,58660,7218,Nonfiction
"River Marked (Mercy Thompson, #6)",Patricia Briggs,2011,4.26,10,2614,20,62360,3174,Fantasy
I Like You: Hospitality Under the Influence,Amy Sedaris,2006,3.87,16,2615,19,34919,1412,Nonfiction
"Pattern Recognition (Blue Ant, #1)",William Gibson,2003,3.86,11,2616,48,37818,1851,Fiction
The Kind Worth Killing,Peter  Swanson,2015,4.03,28,2617,55,43845,5526,Thriller
"1,000 Places to See Before You Die",Patricia Schultz,2003,3.83,27,2618,28,33805,450,Travelling
"Physik (Septimus Heap, #3)","Angie Sage, Mark Zug",2007,3.99,10,2619,63,44757,1106,Fantasy
Boy: Tales of Childhood,"Roald Dahl, Quentin Blake",1984,4.09,16,2620,102,43021,2134,Nonfiction
Traveling Mercies: Some Thoughts on Faith,Anne Lamott,1999,4.15,16,2621,12,37537,2197,Nonfiction
"Memorial Day (Mitch Rapp, #7)",Vince Flynn,2004,4.3,28,2622,39,34797,760,Thriller
"Wild Magic (Immortals, #1)",Tamora Pierce,1992,4.32,10,2623,42,56178,1473,Fantasy
Prelude to Foundation,Isaac Asimov,1988,4.05,25,2624,95,45586,1048,Science Fiction
"You Are Special (Wemmicksville, #1)",Max Lucado,1997,4.45,11,2625,26,42349,1036,Fiction
"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renee Ahdieh,2015,4.19,10,2626,42,64871,11884,Fantasy
Half the Sky: Turning Oppression into Opportunity for Women Worldwide,"Nicholas D. Kristof, Sheryl WuDunn",2008,4.31,16,2627,28,40427,4627,Nonfiction
Why We Broke Up,"Daniel Handler, Maira Kalman",2011,3.49,18,2628,55,45720,6387,Young Adult
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,2014,4.48,10,2629,26,62872,7538,Fantasy
American Wife,Curtis Sittenfeld,2008,3.72,11,2630,37,41909,5568,Fiction
"Cursor's Fury (Codex Alera, #3)",Jim Butcher,2006,4.36,10,2631,27,45918,1126,Fantasy
"The Sparrow (The Sparrow, #1)",Mary Doria Russell,1996,4.17,25,2632,44,43902,5540,Science Fiction
Mercy,Jodi Picoult,1996,3.57,11,2633,43,39731,2502,Fiction
"The Paper Magician (The Paper Magician Trilogy, #1)",Charlie N. Holmberg,2014,3.63,10,2634,20,41333,4844,Fantasy
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve Harvey,2009,3.82,16,2635,69,32877,2328,Nonfiction
"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard,2011,4.19,12,2636,14,37444,4490,History
We Have Always Lived in the Castle,"Shirley Jackson, Jonathan Lethem",1962,4.05,31,2637,79,51375,6521,Horror
Love and Respect: The Love She Most Desires; The Respect He Desperately Needs,Emerson Eggerichs,2004,4.17,16,2638,37,34208,1166,Nonfiction
"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",Michael Connelly,2008,4.08,15,2639,99,42830,2722,Mystery
Dark Force Rising,Timothy Zahn,1992,4.14,25,2640,54,39976,806,Science Fiction
"Never Go Back (Jack Reacher, #18)",Lee Child,2013,4.02,28,2641,78,42885,3558,Thriller
The Two Princesses of Bamarre,Gail Carson Levine,2001,4.02,10,2642,29,57531,2091,Fantasy
Cane River,Lalita Tademy,2001,4.04,11,2644,38,39960,1813,Fiction
"Phantom (Sword of Truth, #10)",Terry Goodkind,2006,3.99,10,2645,46,37945,481,Fantasy
Foundation and Earth (Foundation #5),Isaac Asimov,1986,4.02,25,2646,96,42930,848,Science Fiction
Flags of Our Fathers,"James D. Bradley, Ron Powers",2000,4.18,12,2647,45,39430,1365,History
It's Not About the Bike: My Journey Back to Life,"Lance Armstrong, Sally Jenkins",1999,3.72,3,2650,54,33545,1881,Biography
Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,1996,4.22,12,2651,38,36942,1942,History
H is for Hawk,Helen Macdonald,2015,3.74,16,2652,1,38297,6017,Nonfiction
Us,David Nicholls,2014,3.66,11,2653,81,37037,4002,Fiction
"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",R.A. Salvatore,1990,4.23,10,2654,46,42248,572,Fantasy
"Ender's Game, Volume 1: Battle School (Ender's Saga)","Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata",2009,4.37,25,2655,5,32329,192,Science Fiction
"Kimi ni Todoke: From Me to You, Vol. 1","Karuho Shiina, Tomo Kimura",2006,4.23,20,2656,11,37519,395,Manga
False Memory,Dean Koontz,1999,3.87,31,2657,54,38019,995,Horror
"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",Terry Pratchett,1990,3.91,10,2658,78,50047,1041,Fantasy
"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,2011,4.01,17,2659,21,59443,5525,Romance
Bonk: The Curious Coupling of Science and Sex,Mary Roach,2008,3.83,16,2661,45,41808,4005,Nonfiction
"Midnight Alley (The Morganville Vampires, #3)",Rachel Caine,2007,4.11,18,2662,42,51853,1363,Young Adult
The Little Paris Bookshop,"Nina George, Simon Pare",2013,3.51,11,2663,7,44080,7292,Fiction
Sweet Tooth,Ian McEwan,2012,3.4,11,2664,70,40143,5477,Fiction
"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",Abbi Glines,2013,4.26,17,2665,30,59633,3931,Romance
"Executive Orders (Jack Ryan Universe, #9)",Tom Clancy,1996,4.04,11,2666,63,38559,505,Fiction
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,2011,4.03,16,2667,30,35216,2918,Nonfiction
Psycho,Robert Bloch,1959,4.09,31,2668,1,39808,1437,Horror
"Ship of Magic (Liveship Traders, #1)",Robin Hobb,1998,4.12,10,2669,56,43191,1647,Fantasy
Where Eagles Dare,"Alistair MacLean, Clint Willis",1967,4.12,28,2670,61,36287,321,Thriller
Circle of Friends,Maeve Binchy,1990,4,11,2671,82,47875,1469,Fiction
Milk and Honey,Rupi Kaur,2014,4.27,16,2672,27,82204,10042,Nonfiction
"Rainbow Six (Jack Ryan Universe, #10)",Tom Clancy,1998,4.07,11,2673,59,38307,850,Fiction
Fragile Things: Short Fictions and Wonders,Neil Gaiman,2006,4.02,10,2674,71,46100,3045,Fantasy
Sister,Rosamund Lupton,2010,3.77,28,2675,70,41576,4636,Thriller
"The Three-Body Problem (Remembrance of Earth’s Past, #1)","Liu Cixin, Ken Liu",2007,4,25,2676,42,43588,5733,Science Fiction
"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,2001,4.25,10,2677,62,47762,1117,Fantasy
Superman: Red Son,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",2003,4.17,6,2678,37,37007,1480,Comics
Three Junes,Julia Glass,2002,3.56,11,2679,38,37045,2273,Fiction
The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller,2007,4.2,16,2681,39,33938,1606,Nonfiction
"King of Thorns (The Broken Empire, #2)",Mark  Lawrence,2012,4.2,10,2682,28,39403,1929,Fantasy
"The Sins of the Father (The Clifton Chronicles, #2)",Jeffrey Archer,2012,4.01,11,2683,54,37091,2578,Fiction
"Shadowland (The Mediator, #1)",Meg Cabot,2000,4.04,18,2684,58,54526,2123,Young Adult
"Killer (Pretty Little Liars, #6)",Sara Shepard,2009,4.07,11,2685,38,42312,1431,Fiction
Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,"W. Chan Kim, Renée Mauborgne",2004,3.86,4,2686,60,32514,679,Business
"Fang (Maximum Ride, #6)",James Patterson,2010,4.07,18,2687,40,51208,2533,Young Adult
The Peach Keeper,Sarah Addison Allen,2011,3.84,11,2688,34,49478,6009,Fiction
The Napping House,"Audrey Wood, Don    Wood",1984,4.27,11,2689,36,38717,1089,Fiction
"The Short Drop (Gibson Vaughn, #1)",Matthew FitzSimmons,2015,4.15,15,2690,15,33222,2229,Mystery
"You Suck (A Love Story, #2)",Christopher Moore,2007,3.82,11,2691,37,41307,2586,Fiction
"Beautiful Oblivion (The Maddox Brothers, #1)",Jamie McGuire,2014,4.13,17,2692,41,58308,6034,Romance
"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,1992,4.13,25,2693,67,40508,1801,Science Fiction
"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",Eckhart Tolle,1999,4.25,19,2694,17,30308,410,Self Help
"The Face on the Milk Carton (Janie Johnson, #1)",Caroline B. Cooney,1990,3.72,18,2695,36,45923,2293,Young Adult
Put Me in the Zoo,Robert Lopshire,1960,4.13,13,2696,17,39657,375,Humor
"Firelight (Firelight, #1)",Sophie Jordan,2010,3.88,10,2697,51,54550,4384,Fantasy
Invisible Cities,"Italo Calvino, William Weaver",1972,4.19,11,2698,125,39121,2844,Fiction
"Flat-Out Love (Flat-Out Love, #1)",Jessica Park,2011,4.01,17,2699,27,51947,5104,Romance
The Narrow Road to the Deep North,Richard Flanagan,2013,4,11,2700,63,34935,4927,Fiction
"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)","A.N. Roquelaure, Anne Rice",1983,3.28,11,2701,51,42828,3713,Fiction
"The Midwife: A Memoir of Birth, Joy, and Hard Times",Jennifer Worth,2002,4.17,16,2702,4,39141,5112,Nonfiction
Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson,1966,4,16,2703,42,33303,1173,Nonfiction
Then Came You,Jennifer Weiner,2010,3.69,11,2704,27,38893,2729,Fiction
"The Awakening (The Vampire Diaries, #1)",L.J. Smith,1991,3.41,18,2705,86,52682,2899,Young Adult
"It Had to Be You (Chicago Stars, #1)",Susan Elizabeth Phillips,1994,4.04,17,2706,47,49486,1754,Romance
Boomerang: Travels in the New Third World,Michael   Lewis,2011,3.87,16,2707,45,32446,1933,Nonfiction
Fly Away Home,Jennifer Weiner,2010,3.66,11,2708,31,39401,2405,Fiction
"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",Philippa Gregory,2004,3.69,11,2710,51,43438,2065,Fiction
"Incarceron (Incarceron, #1)",Catherine Fisher,2007,3.64,10,2711,49,52010,5087,Fantasy
